"state","date","Alpha","Beta","Delta","Gamma","Omicron","Other"
"California",2020-08-01,0,0,0,0,0,100
"California",2020-08-02,0,0,0,0,0,100
"California",2020-08-03,0,0,0,0,0,100
"California",2020-08-04,0,0,0,0,0,100
"California",2020-08-05,0,0,0,0,0,100
"California",2020-08-06,0,0,0,0,0,100
"California",2020-08-07,0,0,0,0,0,100
"California",2020-08-08,0,0,0,0,0,100
"California",2020-08-09,0,0,0,0,0,100
"California",2020-08-10,0,0,0,0,0,100
"California",2020-08-11,0,0,0,0,0,100
"California",2020-08-12,0,0,0,0,0,100
"California",2020-08-13,0,0,0,0,0,100
"California",2020-08-14,0,0,0,0,0,100
"California",2020-08-15,0,0,0,0,0,100
"California",2020-08-16,0,0,0,0,0,100
"California",2020-08-17,0,0,0,0,0,100
"California",2020-08-18,0,0,0,0,0,100
"California",2020-08-19,0,0,0,0,0,100
"California",2020-08-20,0,0,0,0,0,100
"California",2020-08-21,0,0,0,0,0,100
"California",2020-08-22,0,0,0,0,0,100
"California",2020-08-23,0,0,0,0,0,100
"California",2020-08-24,0,0,0,0,0,100
"California",2020-08-25,0,0,0,0,0,100
"California",2020-08-26,0,0,0,0,0,100
"California",2020-08-27,0,0,0,0,0,100
"California",2020-08-28,0,0,0,0,0,100
"California",2020-08-29,0,0,0,0,0,100
"California",2020-08-30,0,0,0,0,0,100
"California",2020-08-31,0,0,0,0,0,100
"California",2020-09-01,0,0,0,0,0,100
"California",2020-09-02,0,0,0,0,0,100
"California",2020-09-03,0,0,0,0,0,100
"California",2020-09-04,0,0,0,0,0,100
"California",2020-09-05,0,0,0,0,0,100
"California",2020-09-06,0,0,0,0,0,100
"California",2020-09-07,0,0,0,0,0,100
"California",2020-09-08,0,0,0,0,0,100
"California",2020-09-09,0,0,0,0,0,100
"California",2020-09-10,0,0,0,0,0,100
"California",2020-09-11,0,0,0,0,0,100
"California",2020-09-12,0,0,0,0,0,100
"California",2020-09-13,0,0,0,0,0,100
"California",2020-09-14,0,0,0,0,0,100
"California",2020-09-15,0,0,0,0,0,100
"California",2020-09-16,0,0,0,0,0,100
"California",2020-09-17,0,0,0,0,0,100
"California",2020-09-18,0,0,0,0,0,100
"California",2020-09-19,0,0,0,0,0,100
"California",2020-09-20,0,0,0,0,0,100
"California",2020-09-21,0,0,0,0,0,100
"California",2020-09-22,0,0,0,0,0,100
"California",2020-09-23,0,0,0,0,0,100
"California",2020-09-24,0,0,0,0,0,100
"California",2020-09-25,0,0,0,0,0,100
"California",2020-09-26,0,0,0,0,0,100
"California",2020-09-27,0,0,0,0,0,100
"California",2020-09-28,0,0,0,0,0,100
"California",2020-09-29,0,0,0,0,0,100
"California",2020-09-30,0,0,0,0,0,100
"California",2020-10-01,0,0,0,0,0,100
"California",2020-10-02,0,0,0,0,0,100
"California",2020-10-03,0,0,0,0,0,100
"California",2020-10-04,0,0,0,0,0,100
"California",2020-10-05,0,0,0,0,0,100
"California",2020-10-06,0,0,0,0,0,100
"California",2020-10-07,0,0,0,0,0,100
"California",2020-10-08,0,0,0,0,0,100
"California",2020-10-09,0,0,0,0,0,100
"California",2020-10-10,0,0,0,0,0,100
"California",2020-10-11,0,0,0,0,0,100
"California",2020-10-12,0,0,0,0,0,100
"California",2020-10-13,0,0,0,0,0,100
"California",2020-10-14,0,0,0,0,0,100
"California",2020-10-15,0,0,0,0,0,100
"California",2020-10-16,0,0,0,0,0,100
"California",2020-10-17,0,0,0,0,0,100
"California",2020-10-18,0,0,0,0,0,100
"California",2020-10-19,0,0,0,0,0,100
"California",2020-10-20,0,0,0,0,0,100
"California",2020-10-21,0,0,0,0,0,100
"California",2020-10-22,0,0,0,0,0,100
"California",2020-10-23,0,0,0,0,0,100
"California",2020-10-24,0,0,0,0,0,100
"California",2020-10-25,0,0,0,0,0,100
"California",2020-10-26,0,0,0,0,0,100
"California",2020-10-27,0,0,0,0,0,100
"California",2020-10-28,0,0,0,0,0,100
"California",2020-10-29,0,0,0,0,0,100
"California",2020-10-30,0,0,0,0,0,100
"California",2020-10-31,0,0,0,0,0,100
"California",2020-11-01,0,0,0,0,0,100
"California",2020-11-02,0,0,0,0,0,100
"California",2020-11-03,0,0,0,0,0,100
"California",2020-11-04,0,0,0,0,0,100
"California",2020-11-05,0,0,0,0,0,100
"California",2020-11-06,0,0,0,0,0,100
"California",2020-11-07,0,0,0,0,0,100
"California",2020-11-08,0,0,0,0,0,100
"California",2020-11-09,0,0,0,0,0,100
"California",2020-11-10,0,0,0,0,0,100
"California",2020-11-11,0,0,0,0,0,100
"California",2020-11-12,0,0,0,0,0,100
"California",2020-11-13,0,0,0,0,0,100
"California",2020-11-14,0,0,0,0,0,100
"California",2020-11-15,0,0,0,0,0,100
"California",2020-11-16,0,0,0,0,0,100
"California",2020-11-17,0,0,0,0,0,100
"California",2020-11-18,0,0,0,0,0,100
"California",2020-11-19,0,0,0,0,0,100
"California",2020-11-20,0,0,0,0,0,100
"California",2020-11-21,0,0,0,0,0,100
"California",2020-11-22,0,0,0,0,0,100
"California",2020-11-23,0,0,0,0,0,100
"California",2020-11-24,0,0,0,0,0,100
"California",2020-11-25,0,0,0,0,0,100
"California",2020-11-26,0,0,0,0,0,100
"California",2020-11-27,0,0,0,0,0,100
"California",2020-11-28,0,0,0,0,0,100
"California",2020-11-29,0,0,0,0,0,100
"California",2020-11-30,0,0,0,0,0,100
"California",2020-12-01,0,0,0,0,0,100
"California",2020-12-02,0,0,0,0,0,100
"California",2020-12-03,0,0,0,0,0,100
"California",2020-12-04,0,0,0,0,0,100
"California",2020-12-05,0,0,0,0,0,100
"California",2020-12-06,0,0,0,0,0,100
"California",2020-12-07,0,0,0,0,0,100
"California",2020-12-08,0,0,0,0,0,100
"California",2020-12-09,0,0,0,0,0,100
"California",2020-12-10,0,0,0,0,0,100
"California",2020-12-11,0,0,0,0,0,100
"California",2020-12-12,0,0,0,0,0,100
"California",2020-12-13,0,0,0,0,0,100
"California",2020-12-14,0,0,0,0,0,100
"California",2020-12-15,0,0,0,0,0,100
"California",2020-12-16,0,0,0,0,0,100
"California",2020-12-17,0,0,0,0,0,100
"California",2020-12-18,0,0,0,0,0,100
"California",2020-12-19,0,0,0,0,0,100
"California",2020-12-20,0,0,0,0,0,100
"California",2020-12-21,0,0,0,0,0,100
"California",2020-12-22,0,0,0,0,0,100
"California",2020-12-23,0,0,0,0,0,100
"California",2020-12-24,0,0,0,0,0,100
"California",2020-12-25,0,0,0,0,0,100
"California",2020-12-26,0,0,0,0,0,100
"California",2020-12-27,0,0,0,0,0,100
"California",2020-12-28,0.250878073256397,0,0,0,0,99.7491219267436
"California",2020-12-29,0.250878073256397,0,0,0,0,99.7491219267436
"California",2020-12-30,0.250878073256397,0,0,0,0,99.7491219267436
"California",2020-12-31,0.250878073256397,0,0,0,0,99.7491219267436
"California",2021-01-01,0.250878073256397,0,0,0,0,99.7491219267436
"California",2021-01-02,0.250878073256397,0,0,0,0,99.7491219267436
"California",2021-01-03,0.250878073256397,0,0,0,0,99.7491219267436
"California",2021-01-04,0,0,0,0,0,100
"California",2021-01-05,0,0,0,0,0,100
"California",2021-01-06,0,0,0,0,0,100
"California",2021-01-07,0,0,0,0,0,100
"California",2021-01-08,0,0,0,0,0,100
"California",2021-01-09,0,0,0,0,0,100
"California",2021-01-10,0,0,0,0,0,100
"California",2021-01-11,5.77367205542725,0,0,0,0,94.2263279445727
"California",2021-01-12,5.77367205542725,0,0,0,0,94.2263279445727
"California",2021-01-13,5.77367205542725,0,0,0,0,94.2263279445727
"California",2021-01-14,5.77367205542725,0,0,0,0,94.2263279445727
"California",2021-01-15,5.77367205542725,0,0,0,0,94.2263279445727
"California",2021-01-16,5.77367205542725,0,0,0,0,94.2263279445727
"California",2021-01-17,5.77367205542725,0,0,0,0,94.2263279445727
"California",2021-01-18,4.53629032258065,0,0,0,0,95.4637096774193
"California",2021-01-19,4.53629032258065,0,0,0,0,95.4637096774193
"California",2021-01-20,4.53629032258065,0,0,0,0,95.4637096774193
"California",2021-01-21,4.53629032258065,0,0,0,0,95.4637096774193
"California",2021-01-22,4.53629032258065,0,0,0,0,95.4637096774193
"California",2021-01-23,4.53629032258065,0,0,0,0,95.4637096774193
"California",2021-01-24,4.53629032258065,0,0,0,0,95.4637096774193
"California",2021-01-25,1.71206225680934,0,0,0,0,98.2879377431907
"California",2021-01-26,1.71206225680934,0,0,0,0,98.2879377431907
"California",2021-01-27,1.71206225680934,0,0,0,0,98.2879377431907
"California",2021-01-28,1.71206225680934,0,0,0,0,98.2879377431907
"California",2021-01-29,1.71206225680934,0,0,0,0,98.2879377431907
"California",2021-01-30,1.71206225680934,0,0,0,0,98.2879377431907
"California",2021-01-31,1.71206225680934,0,0,0,0,98.2879377431907
"California",2021-02-01,1.20481927710843,0,0,0,0,98.7951807228916
"California",2021-02-02,1.20481927710843,0,0,0,0,98.7951807228916
"California",2021-02-03,1.20481927710843,0,0,0,0,98.7951807228916
"California",2021-02-04,1.20481927710843,0,0,0,0,98.7951807228916
"California",2021-02-05,1.20481927710843,0,0,0,0,98.7951807228916
"California",2021-02-06,1.20481927710843,0,0,0,0,98.7951807228916
"California",2021-02-07,1.20481927710843,0,0,0,0,98.7951807228916
"California",2021-02-08,1.57553290083411,0,0,0,0,98.4244670991659
"California",2021-02-09,1.57553290083411,0,0,0,0,98.4244670991659
"California",2021-02-10,1.57553290083411,0,0,0,0,98.4244670991659
"California",2021-02-11,1.57553290083411,0,0,0,0,98.4244670991659
"California",2021-02-12,1.57553290083411,0,0,0,0,98.4244670991659
"California",2021-02-13,1.57553290083411,0,0,0,0,98.4244670991659
"California",2021-02-14,1.57553290083411,0,0,0,0,98.4244670991659
"California",2021-02-15,0.928641251221896,0,0,0,0,99.0713587487781
"California",2021-02-16,0.928641251221896,0,0,0,0,99.0713587487781
"California",2021-02-17,0.928641251221896,0,0,0,0,99.0713587487781
"California",2021-02-18,0.928641251221896,0,0,0,0,99.0713587487781
"California",2021-02-19,0.928641251221896,0,0,0,0,99.0713587487781
"California",2021-02-20,0.928641251221896,0,0,0,0,99.0713587487781
"California",2021-02-21,0.928641251221896,0,0,0,0,99.0713587487781
"California",2021-02-22,0.796548290740126,0,0,0,0,99.2034517092599
"California",2021-02-23,0.796548290740126,0,0,0,0,99.2034517092599
"California",2021-02-24,0.796548290740126,0,0,0,0,99.2034517092599
"California",2021-02-25,0.796548290740126,0,0,0,0,99.2034517092599
"California",2021-02-26,0.796548290740126,0,0,0,0,99.2034517092599
"California",2021-02-27,0.796548290740126,0,0,0,0,99.2034517092599
"California",2021-02-28,0.796548290740126,0,0,0,0,99.2034517092599
"California",2021-03-01,0.939457202505219,0,0,0,0,99.0605427974948
"California",2021-03-02,0.939457202505219,0,0,0,0,99.0605427974948
"California",2021-03-03,0.939457202505219,0,0,0,0,99.0605427974948
"California",2021-03-04,0.939457202505219,0,0,0,0,99.0605427974948
"California",2021-03-05,0.939457202505219,0,0,0,0,99.0605427974948
"California",2021-03-06,0.939457202505219,0,0,0,0,99.0605427974948
"California",2021-03-07,0.939457202505219,0,0,0,0,99.0605427974948
"California",2021-03-08,2.02744853399875,0.0311915159076731,0,0.0311915159076731,0,97.9101684341859
"California",2021-03-09,2.02744853399875,0.0311915159076731,0,0.0311915159076731,0,97.9101684341859
"California",2021-03-10,2.02744853399875,0.0311915159076731,0,0.0311915159076731,0,97.9101684341859
"California",2021-03-11,2.02744853399875,0.0311915159076731,0,0.0311915159076731,0,97.9101684341859
"California",2021-03-12,2.02744853399875,0.0311915159076731,0,0.0311915159076731,0,97.9101684341859
"California",2021-03-13,2.02744853399875,0.0311915159076731,0,0.0311915159076731,0,97.9101684341859
"California",2021-03-14,2.02744853399875,0.0311915159076731,0,0.0311915159076731,0,97.9101684341859
"California",2021-03-15,6.48994515539305,0,0,0,0,93.510054844607
"California",2021-03-16,6.48994515539305,0,0,0,0,93.510054844607
"California",2021-03-17,6.48994515539305,0,0,0,0,93.510054844607
"California",2021-03-18,6.48994515539305,0,0,0,0,93.510054844607
"California",2021-03-19,6.48994515539305,0,0,0,0,93.510054844607
"California",2021-03-20,6.48994515539305,0,0,0,0,93.510054844607
"California",2021-03-21,6.48994515539305,0,0,0,0,93.510054844607
"California",2021-03-22,8.84886452623336,0.234925606891151,0,0.0783085356303837,0,90.8379013312451
"California",2021-03-23,8.84886452623336,0.234925606891151,0,0.0783085356303837,0,90.8379013312451
"California",2021-03-24,8.84886452623336,0.234925606891151,0,0.0783085356303837,0,90.8379013312451
"California",2021-03-25,8.84886452623336,0.234925606891151,0,0.0783085356303837,0,90.8379013312451
"California",2021-03-26,8.84886452623336,0.234925606891151,0,0.0783085356303837,0,90.8379013312451
"California",2021-03-27,8.84886452623336,0.234925606891151,0,0.0783085356303837,0,90.8379013312451
"California",2021-03-28,8.84886452623336,0.234925606891151,0,0.0783085356303837,0,90.8379013312451
"California",2021-03-29,3.92393600965892,0.0301841231512225,0,0.754603078780561,0,95.2912767884093
"California",2021-03-30,3.92393600965892,0.0301841231512225,0,0.754603078780561,0,95.2912767884093
"California",2021-03-31,3.92393600965892,0.0301841231512225,0,0.754603078780561,0,95.2912767884093
"California",2021-04-01,3.92393600965892,0.0301841231512225,0,0.754603078780561,0,95.2912767884093
"California",2021-04-02,3.92393600965892,0.0301841231512225,0,0.754603078780561,0,95.2912767884093
"California",2021-04-03,3.92393600965892,0.0301841231512225,0,0.754603078780561,0,95.2912767884093
"California",2021-04-04,3.92393600965892,0.0301841231512225,0,0.754603078780561,0,95.2912767884093
"California",2021-04-05,5.62028786840302,0.137080191912269,0,0.171350239890336,0,94.0712816997944
"California",2021-04-06,5.62028786840302,0.137080191912269,0,0.171350239890336,0,94.0712816997944
"California",2021-04-07,5.62028786840302,0.137080191912269,0,0.171350239890336,0,94.0712816997944
"California",2021-04-08,5.62028786840302,0.137080191912269,0,0.171350239890336,0,94.0712816997944
"California",2021-04-09,5.62028786840302,0.137080191912269,0,0.171350239890336,0,94.0712816997944
"California",2021-04-10,5.62028786840302,0.137080191912269,0,0.171350239890336,0,94.0712816997944
"California",2021-04-11,5.62028786840302,0.137080191912269,0,0.171350239890336,0,94.0712816997944
"California",2021-04-12,56.318082788671,0.835148874364561,0.0726216412490922,7.11692084241104,0,35.6572258533043
"California",2021-04-13,56.318082788671,0.835148874364561,0.0726216412490922,7.11692084241104,0,35.6572258533043
"California",2021-04-14,56.318082788671,0.835148874364561,0.0726216412490922,7.11692084241104,0,35.6572258533043
"California",2021-04-15,56.318082788671,0.835148874364561,0.0726216412490922,7.11692084241104,0,35.6572258533043
"California",2021-04-16,56.318082788671,0.835148874364561,0.0726216412490922,7.11692084241104,0,35.6572258533043
"California",2021-04-17,56.318082788671,0.835148874364561,0.0726216412490922,7.11692084241104,0,35.6572258533043
"California",2021-04-18,56.318082788671,0.835148874364561,0.0726216412490922,7.11692084241104,0,35.6572258533043
"California",2021-04-19,29.740209383482,0.387747188832881,0.504071345482745,4.42031795269484,0,64.9476541295076
"California",2021-04-20,29.740209383482,0.387747188832881,0.504071345482745,4.42031795269484,0,64.9476541295076
"California",2021-04-21,29.740209383482,0.387747188832881,0.504071345482745,4.42031795269484,0,64.9476541295076
"California",2021-04-22,29.740209383482,0.387747188832881,0.504071345482745,4.42031795269484,0,64.9476541295076
"California",2021-04-23,29.740209383482,0.387747188832881,0.504071345482745,4.42031795269484,0,64.9476541295076
"California",2021-04-24,29.740209383482,0.387747188832881,0.504071345482745,4.42031795269484,0,64.9476541295076
"California",2021-04-25,29.740209383482,0.387747188832881,0.504071345482745,4.42031795269484,0,64.9476541295076
"California",2021-04-26,17.4516400336417,0.126156433978133,0.154191197084385,1.47182506307822,0,80.7961872722176
"California",2021-04-27,17.4516400336417,0.126156433978133,0.154191197084385,1.47182506307822,0,80.7961872722176
"California",2021-04-28,17.4516400336417,0.126156433978133,0.154191197084385,1.47182506307822,0,80.7961872722176
"California",2021-04-29,17.4516400336417,0.126156433978133,0.154191197084385,1.47182506307822,0,80.7961872722176
"California",2021-04-30,17.4516400336417,0.126156433978133,0.154191197084385,1.47182506307822,0,80.7961872722176
"California",2021-05-01,17.4516400336417,0.126156433978133,0.154191197084385,1.47182506307822,0,80.7961872722176
"California",2021-05-02,17.4516400336417,0.126156433978133,0.154191197084385,1.47182506307822,0,80.7961872722176
"California",2021-05-03,42.5047438330171,0.316255534471853,0.569259962049336,7.02087286527514,0,49.5888678051866
"California",2021-05-04,42.5047438330171,0.316255534471853,0.569259962049336,7.02087286527514,0,49.5888678051866
"California",2021-05-05,42.5047438330171,0.316255534471853,0.569259962049336,7.02087286527514,0,49.5888678051866
"California",2021-05-06,42.5047438330171,0.316255534471853,0.569259962049336,7.02087286527514,0,49.5888678051866
"California",2021-05-07,42.5047438330171,0.316255534471853,0.569259962049336,7.02087286527514,0,49.5888678051866
"California",2021-05-08,42.5047438330171,0.316255534471853,0.569259962049336,7.02087286527514,0,49.5888678051866
"California",2021-05-09,42.5047438330171,0.316255534471853,0.569259962049336,7.02087286527514,0,49.5888678051866
"California",2021-05-10,41.7446524064171,0.668449197860963,1.57085561497326,7.72058823529412,0,48.2954545454545
"California",2021-05-11,41.7446524064171,0.668449197860963,1.57085561497326,7.72058823529412,0,48.2954545454545
"California",2021-05-12,41.7446524064171,0.668449197860963,1.57085561497326,7.72058823529412,0,48.2954545454545
"California",2021-05-13,41.7446524064171,0.668449197860963,1.57085561497326,7.72058823529412,0,48.2954545454545
"California",2021-05-14,41.7446524064171,0.668449197860963,1.57085561497326,7.72058823529412,0,48.2954545454545
"California",2021-05-15,41.7446524064171,0.668449197860963,1.57085561497326,7.72058823529412,0,48.2954545454545
"California",2021-05-16,41.7446524064171,0.668449197860963,1.57085561497326,7.72058823529412,0,48.2954545454545
"California",2021-05-17,45.8447488584475,0.410958904109589,2.87671232876712,8.21917808219178,0,42.648401826484
"California",2021-05-18,45.8447488584475,0.410958904109589,2.87671232876712,8.21917808219178,0,42.648401826484
"California",2021-05-19,45.8447488584475,0.410958904109589,2.87671232876712,8.21917808219178,0,42.648401826484
"California",2021-05-20,45.8447488584475,0.410958904109589,2.87671232876712,8.21917808219178,0,42.648401826484
"California",2021-05-21,45.8447488584475,0.410958904109589,2.87671232876712,8.21917808219178,0,42.648401826484
"California",2021-05-22,45.8447488584475,0.410958904109589,2.87671232876712,8.21917808219178,0,42.648401826484
"California",2021-05-23,45.8447488584475,0.410958904109589,2.87671232876712,8.21917808219178,0,42.648401826484
"California",2021-05-24,28.5601888276947,0.550747442958301,1.53422501966955,5.46813532651456,0,63.8867033831629
"California",2021-05-25,28.5601888276947,0.550747442958301,1.53422501966955,5.46813532651456,0,63.8867033831629
"California",2021-05-26,28.5601888276947,0.550747442958301,1.53422501966955,5.46813532651456,0,63.8867033831629
"California",2021-05-27,28.5601888276947,0.550747442958301,1.53422501966955,5.46813532651456,0,63.8867033831629
"California",2021-05-28,28.5601888276947,0.550747442958301,1.53422501966955,5.46813532651456,0,63.8867033831629
"California",2021-05-29,28.5601888276947,0.550747442958301,1.53422501966955,5.46813532651456,0,63.8867033831629
"California",2021-05-30,28.5601888276947,0.550747442958301,1.53422501966955,5.46813532651456,0,63.8867033831629
"California",2021-05-31,33.7236533957845,0.156128024980484,2.73224043715847,6.24512099921936,0,57.1428571428571
"California",2021-06-01,33.7236533957845,0.156128024980484,2.73224043715847,6.24512099921936,0,57.1428571428571
"California",2021-06-02,33.7236533957845,0.156128024980484,2.73224043715847,6.24512099921936,0,57.1428571428571
"California",2021-06-03,33.7236533957845,0.156128024980484,2.73224043715847,6.24512099921936,0,57.1428571428571
"California",2021-06-04,33.7236533957845,0.156128024980484,2.73224043715847,6.24512099921936,0,57.1428571428571
"California",2021-06-05,33.7236533957845,0.156128024980484,2.73224043715847,6.24512099921936,0,57.1428571428571
"California",2021-06-06,33.7236533957845,0.156128024980484,2.73224043715847,6.24512099921936,0,57.1428571428571
"California",2021-06-07,42.5352112676056,0.0704225352112676,6.90140845070423,9.36619718309859,0,41.1267605633803
"California",2021-06-08,42.5352112676056,0.0704225352112676,6.90140845070423,9.36619718309859,0,41.1267605633803
"California",2021-06-09,42.5352112676056,0.0704225352112676,6.90140845070423,9.36619718309859,0,41.1267605633803
"California",2021-06-10,42.5352112676056,0.0704225352112676,6.90140845070423,9.36619718309859,0,41.1267605633803
"California",2021-06-11,42.5352112676056,0.0704225352112676,6.90140845070423,9.36619718309859,0,41.1267605633803
"California",2021-06-12,42.5352112676056,0.0704225352112676,6.90140845070423,9.36619718309859,0,41.1267605633803
"California",2021-06-13,42.5352112676056,0.0704225352112676,6.90140845070423,9.36619718309859,0,41.1267605633803
"California",2021-06-14,28.8798920377868,0.539811066126856,13.9001349527665,13.225371120108,0,43.4547908232119
"California",2021-06-15,28.8798920377868,0.539811066126856,13.9001349527665,13.225371120108,0,43.4547908232119
"California",2021-06-16,28.8798920377868,0.539811066126856,13.9001349527665,13.225371120108,0,43.4547908232119
"California",2021-06-17,28.8798920377868,0.539811066126856,13.9001349527665,13.225371120108,0,43.4547908232119
"California",2021-06-18,28.8798920377868,0.539811066126856,13.9001349527665,13.225371120108,0,43.4547908232119
"California",2021-06-19,28.8798920377868,0.539811066126856,13.9001349527665,13.225371120108,0,43.4547908232119
"California",2021-06-20,28.8798920377868,0.539811066126856,13.9001349527665,13.225371120108,0,43.4547908232119
"California",2021-06-21,16.9677419354839,0.129032258064516,10.1290322580645,6.06451612903226,0,66.7096774193548
"California",2021-06-22,16.9677419354839,0.129032258064516,10.1290322580645,6.06451612903226,0,66.7096774193548
"California",2021-06-23,16.9677419354839,0.129032258064516,10.1290322580645,6.06451612903226,0,66.7096774193548
"California",2021-06-24,16.9677419354839,0.129032258064516,10.1290322580645,6.06451612903226,0,66.7096774193548
"California",2021-06-25,16.9677419354839,0.129032258064516,10.1290322580645,6.06451612903226,0,66.7096774193548
"California",2021-06-26,16.9677419354839,0.129032258064516,10.1290322580645,6.06451612903226,0,66.7096774193548
"California",2021-06-27,16.9677419354839,0.129032258064516,10.1290322580645,6.06451612903226,0,66.7096774193548
"California",2021-06-28,10.1510574018127,0.100704934541793,7.59315206445116,2.05438066465257,0,80.1007049345418
"California",2021-06-29,10.1510574018127,0.100704934541793,7.59315206445116,2.05438066465257,0,80.1007049345418
"California",2021-06-30,10.1510574018127,0.100704934541793,7.59315206445116,2.05438066465257,0,80.1007049345418
"California",2021-07-01,10.1510574018127,0.100704934541793,7.59315206445116,2.05438066465257,0,80.1007049345418
"California",2021-07-02,10.1510574018127,0.100704934541793,7.59315206445116,2.05438066465257,0,80.1007049345418
"California",2021-07-03,10.1510574018127,0.100704934541793,7.59315206445116,2.05438066465257,0,80.1007049345418
"California",2021-07-04,10.1510574018127,0.100704934541793,7.59315206445116,2.05438066465257,0,80.1007049345418
"California",2021-07-05,21.1353506920009,0.175932441942294,9.60591133004926,3.75322542810228,0,65.3295801079052
"California",2021-07-06,21.1353506920009,0.175932441942294,9.60591133004926,3.75322542810228,0,65.3295801079052
"California",2021-07-07,21.1353506920009,0.175932441942294,9.60591133004926,3.75322542810228,0,65.3295801079052
"California",2021-07-08,21.1353506920009,0.175932441942294,9.60591133004926,3.75322542810228,0,65.3295801079052
"California",2021-07-09,21.1353506920009,0.175932441942294,9.60591133004926,3.75322542810228,0,65.3295801079052
"California",2021-07-10,21.1353506920009,0.175932441942294,9.60591133004926,3.75322542810228,0,65.3295801079052
"California",2021-07-11,21.1353506920009,0.175932441942294,9.60591133004926,3.75322542810228,0,65.3295801079052
"California",2021-07-12,18.1943351691581,0,16.9944925255704,4.44531864673485,0,60.3658536585366
"California",2021-07-13,18.1943351691581,0,16.9944925255704,4.44531864673485,0,60.3658536585366
"California",2021-07-14,18.1943351691581,0,16.9944925255704,4.44531864673485,0,60.3658536585366
"California",2021-07-15,18.1943351691581,0,16.9944925255704,4.44531864673485,0,60.3658536585366
"California",2021-07-16,18.1943351691581,0,16.9944925255704,4.44531864673485,0,60.3658536585366
"California",2021-07-17,18.1943351691581,0,16.9944925255704,4.44531864673485,0,60.3658536585366
"California",2021-07-18,18.1943351691581,0,16.9944925255704,4.44531864673485,0,60.3658536585366
"California",2021-07-19,10.8577094695092,0.0495785820525533,47.6945959345563,3.7183936539415,0,37.6797223599405
"California",2021-07-20,10.8577094695092,0.0495785820525533,47.6945959345563,3.7183936539415,0,37.6797223599405
"California",2021-07-21,10.8577094695092,0.0495785820525533,47.6945959345563,3.7183936539415,0,37.6797223599405
"California",2021-07-22,10.8577094695092,0.0495785820525533,47.6945959345563,3.7183936539415,0,37.6797223599405
"California",2021-07-23,10.8577094695092,0.0495785820525533,47.6945959345563,3.7183936539415,0,37.6797223599405
"California",2021-07-24,10.8577094695092,0.0495785820525533,47.6945959345563,3.7183936539415,0,37.6797223599405
"California",2021-07-25,10.8577094695092,0.0495785820525533,47.6945959345563,3.7183936539415,0,37.6797223599405
"California",2021-07-26,3.80325993708893,0,18.3585930797827,1.88733199885616,0,75.9508149842722
"California",2021-07-27,3.80325993708893,0,18.3585930797827,1.88733199885616,0,75.9508149842722
"California",2021-07-28,3.80325993708893,0,18.3585930797827,1.88733199885616,0,75.9508149842722
"California",2021-07-29,3.80325993708893,0,18.3585930797827,1.88733199885616,0,75.9508149842722
"California",2021-07-30,3.80325993708893,0,18.3585930797827,1.88733199885616,0,75.9508149842722
"California",2021-07-31,3.80325993708893,0,18.3585930797827,1.88733199885616,0,75.9508149842722
"California",2021-08-01,3.80325993708893,0,18.3585930797827,1.88733199885616,0,75.9508149842722
"California",2021-08-02,11.3981358189081,0.066577896138482,70.3328894806924,3.99467376830892,0,14.2077230359521
"California",2021-08-03,11.3981358189081,0.066577896138482,70.3328894806924,3.99467376830892,0,14.2077230359521
"California",2021-08-04,11.3981358189081,0.066577896138482,70.3328894806924,3.99467376830892,0,14.2077230359521
"California",2021-08-05,11.3981358189081,0.066577896138482,70.3328894806924,3.99467376830892,0,14.2077230359521
"California",2021-08-06,11.3981358189081,0.066577896138482,70.3328894806924,3.99467376830892,0,14.2077230359521
"California",2021-08-07,11.3981358189081,0.066577896138482,70.3328894806924,3.99467376830892,0,14.2077230359521
"California",2021-08-08,11.3981358189081,0.066577896138482,70.3328894806924,3.99467376830892,0,14.2077230359521
"California",2021-08-09,1.62836706741744,0,81.4944452899102,1.14898797747679,0,15.7281996651956
"California",2021-08-10,1.62836706741744,0,81.4944452899102,1.14898797747679,0,15.7281996651956
"California",2021-08-11,1.62836706741744,0,81.4944452899102,1.14898797747679,0,15.7281996651956
"California",2021-08-12,1.62836706741744,0,81.4944452899102,1.14898797747679,0,15.7281996651956
"California",2021-08-13,1.62836706741744,0,81.4944452899102,1.14898797747679,0,15.7281996651956
"California",2021-08-14,1.62836706741744,0,81.4944452899102,1.14898797747679,0,15.7281996651956
"California",2021-08-15,1.62836706741744,0,81.4944452899102,1.14898797747679,0,15.7281996651956
"California",2021-08-16,3.83061707758741,0.0557180665830896,86.8505362863909,1.51831731438919,0,7.74481125504945
"California",2021-08-17,3.83061707758741,0.0557180665830896,86.8505362863909,1.51831731438919,0,7.74481125504945
"California",2021-08-18,3.83061707758741,0.0557180665830896,86.8505362863909,1.51831731438919,0,7.74481125504945
"California",2021-08-19,3.83061707758741,0.0557180665830896,86.8505362863909,1.51831731438919,0,7.74481125504945
"California",2021-08-20,3.83061707758741,0.0557180665830896,86.8505362863909,1.51831731438919,0,7.74481125504945
"California",2021-08-21,3.83061707758741,0.0557180665830896,86.8505362863909,1.51831731438919,0,7.74481125504945
"California",2021-08-22,3.83061707758741,0.0557180665830896,86.8505362863909,1.51831731438919,0,7.74481125504945
"California",2021-08-23,3.18185398125541,0,82.6021894935812,1.10262266677168,0,13.1133338583917
